customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,churn_status
5899-OUVKV,1,United States,California,Sacramento,95821,"38.625096, -121.383658",38.625096,-121.383658,Male,No,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,,No,0,42,3949,Unknown,Potential Risk
8681-ICONS,1,United States,California,Sacramento,95822,"38.512569, -121.495184",38.512569,-121.495184,Male,No,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,,No,0,72,4667,Unknown,High Risk
1621-YNCJH,1,United States,California,Sacramento,95823,"38.475465, -121.443625",38.475465,-121.443625,Female,No,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,,No,0,25,4505,Unknown,Low Risk
6362-QHAFM,1,United States,California,Sacramento,95825,"38.590035, -121.412455",38.590035,-121.412455,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,,No,0,63,5106,Unknown,Potential Risk
3070-BDOQC,1,United States,California,Sacramento,95827,"38.549185, -121.328386",38.549185,-121.328386,Female,No,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.65,,No,0,41,4616,Unknown,Potential Risk
6234-PFPXL,1,United States,California,Sacramento,95829,"38.486502, -121.334051",38.486502,-121.334051,Male,No,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,,No,0,56,3207,Unknown,Potential Risk
9824-QCJPK,1,United States,California,Sacramento,95830,"38.490508, -121.284171",38.490508,-121.284171,Male,No,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,,No,0,60,4175,Unknown,Potential Risk
4283-IVYCI,1,United States,California,Sacramento,95832,"38.445939, -121.496855",38.445939,-121.496855,Male,No,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,,No,0,66,3013,Unknown,High Risk
1866-OBPNR,1,United States,California,Sacramento,95833,"38.619049, -121.517552",38.619049,-121.517552,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,,No,0,22,5494,Unknown,Low Risk
8205-MQUGY,1,United States,California,Sacramento,95834,"38.646209, -121.52446",38.646209,-121.52446,Male,No,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,,No,0,37,3582,Unknown,Potential Risk
8970-ANWXO,1,United States,California,Sacramento,95835,"38.685069, -121.543709",38.685069,-121.543709,Female,No,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,,No,0,28,3483,Unknown,Low Risk
9480-BQJEI,1,United States,California,Sacramento,95837,"38.691607, -121.602284",38.691607,-121.602284,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,,No,0,58,6468,Unknown,Potential Risk
6979-TNDEU,1,United States,California,Sacramento,95841,"38.660442, -121.346321",38.660442,-121.346321,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,,No,0,42,2879,Unknown,Potential Risk
9777-WJJPR,1,United States,California,Sacramento,95842,"38.687367, -121.34848",38.687367,-121.34848,Male,No,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,,No,0,48,4821,Unknown,Potential Risk
9495-SKLKD,1,United States,California,Marysville,95901,"39.19514, -121.503883",39.19514,-121.503883,Male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,,No,0,63,5322,Unknown,Potential Risk
6048-UWKAL,1,United States,California,Beale Afb,95903,"39.125311, -121.392283",39.125311,-121.392283,Female,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,,No,0,45,5467,Unknown,Potential Risk
5067-DGXLL,1,United States,California,Alleghany,95910,"39.467828, -120.841386",39.467828,-120.841386,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,,No,0,59,5736,Unknown,Potential Risk
6281-FKEWS,1,United States,California,Berry Creek,95916,"39.657228, -121.37778",39.657228,-121.37778,Female,No,No,No,44,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.05,,No,0,68,3910,Unknown,High Risk
8898-KASCD,1,United States,California,Biggs,95917,"39.457388, -121.818201",39.457388,-121.818201,Male,No,No,No,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,,No,0,76,3752,Unknown,High Risk
9242-TKFSV,1,United States,California,Browns Valley,95918,"39.292334, -121.320597",39.292334,-121.320597,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,,No,0,30,4969,Unknown,Low Risk
9290-SHCMB,1,United States,California,Brownsville,95919,"39.440687, -121.263583",39.440687,-121.263583,Female,Yes,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,,No,0,28,3098,Unknown,Low Risk
0743-HNPFG,1,United States,California,Butte City,95920,"39.449794, -121.936372",39.449794,-121.936372,Female,No,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,,No,0,50,5628,Unknown,Potential Risk
2277-BKJKN,1,United States,California,Camptonville,95922,"39.432127, -121.099287",39.432127,-121.099287,Female,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.2,,No,0,23,4951,Unknown,Low Risk
5035-PGZXH,1,United States,California,Chico,95926,"39.745712, -121.84333",39.745712,-121.84333,Female,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,,No,0,49,6161,Unknown,Potential Risk
8695-WDYEA,1,United States,California,Chico,95928,"39.681488, -121.83721",39.681488,-121.83721,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,,No,0,57,4483,Unknown,Potential Risk
6543-JXSOO,1,United States,California,Clipper Mills,95930,"39.562239, -121.14836",39.562239,-121.14836,Female,No,Yes,No,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,,No,0,22,3794,Unknown,Low Risk
8016-ZMGMO,1,United States,California,Colusa,95932,"39.273096, -122.050763",39.273096,-122.050763,Female,Yes,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,,No,0,37,5572,Unknown,Potential Risk
8605-ITULD,1,United States,California,Crescent Mills,95934,"40.080342, -120.957805",40.080342,-120.957805,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,,No,0,31,5750,Unknown,Low Risk
6416-YJTTB,1,United States,California,Downieville,95936,"39.578792, -120.780786",39.578792,-120.780786,Male,No,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,,No,0,57,2278,Unknown,Potential Risk
4472-VESGY,1,United States,California,Durham,95938,"39.607831, -121.777959",39.607831,-121.777959,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,,No,0,48,5123,Unknown,Potential Risk
3195-TQDZX,1,United States,California,Elk Creek,95939,"39.53222, -122.594879",39.53222,-122.594879,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,,No,0,42,4050,Unknown,Potential Risk
3128-YOVTD,1,United States,California,Forbestown,95941,"39.531028, -121.24807",39.531028,-121.24807,Female,No,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,,No,0,64,6321,Unknown,Potential Risk
1728-CXQBE,1,United States,California,Glenn,95943,"39.597975, -122.032248",39.597975,-122.032248,Male,Yes,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,,No,0,63,6020,Unknown,Potential Risk
7041-TXQJH,1,United States,California,Goodyears Bar,95944,"39.564113, -120.868836",39.564113,-120.868836,Female,No,No,No,37,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.2,,No,0,20,5924,Unknown,Low Risk
5014-GSOUQ,1,United States,California,Grass Valley,95945,"39.194539, -120.988066",39.194539,-120.988066,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,,No,0,63,2884,Unknown,Potential Risk
5724-BIDBU,1,United States,California,Penn Valley,95946,"39.203817, -121.19584",39.203817,-121.19584,Male,No,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,,No,0,26,5601,Unknown,Low Risk
0481-SUMCB,1,United States,California,Greenville,95947,"40.160386, -120.835428",40.160386,-120.835428,Female,Yes,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.15,,No,0,69,5391,Unknown,High Risk
1769-GRUIK,1,United States,California,Gridley,95948,"39.346898, -121.759537",39.346898,-121.759537,Female,No,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,,No,0,28,4911,Unknown,Low Risk
8819-WFGGJ,1,United States,California,Grimes,95950,"39.033058, -121.895718",39.033058,-121.895718,Male,No,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.1,,No,0,30,4601,Unknown,Low Risk
7427-AUFPY,1,United States,California,Hamilton City,95951,"39.732767, -122.042298",39.732767,-122.042298,Male,No,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,,No,0,70,5708,Unknown,High Risk
2811-POVEX,1,United States,California,Live Oak,95953,"39.258746, -121.77697",39.258746,-121.77697,Female,Yes,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.45,,No,0,70,3937,Unknown,High Risk
7898-PDWQE,1,United States,California,Maxwell,95955,"39.281194, -122.226568",39.281194,-122.226568,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4,,No,0,20,5228,Unknown,Low Risk
9972-EWRJS,1,United States,California,Meadow Valley,95956,"39.937017, -121.058043",39.937017,-121.058043,Female,No,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.25,,No,0,61,5154,Unknown,Potential Risk
9314-IJWSQ,1,United States,California,Meridian,95957,"39.068071, -121.832638",39.068071,-121.832638,Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,,No,0,80,2452,Unknown,High Risk
5799-JRCZO,1,United States,California,North San Juan,95960,"39.423046, -120.984472",39.423046,-120.984472,Female,No,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,,No,0,44,4370,Unknown,Potential Risk
1921-KYSAY,1,United States,California,Olivehurst,95961,"39.082568, -121.55325",39.082568,-121.55325,Female,No,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.6,,No,0,34,4572,Unknown,Low Risk
6198-RTPMF,1,United States,California,Oregon House,95962,"39.342587, -121.249833",39.342587,-121.249833,Female,No,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.6,,No,0,32,4756,Unknown,Low Risk
2924-KHUVI,1,United States,California,Orland,95963,"39.748037, -122.302169",39.748037,-122.302169,Male,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,,No,0,61,4847,Unknown,Potential Risk
1925-GMVBW,1,United States,California,Oroville,95965,"39.624561, -121.552866",39.624561,-121.552866,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,,No,0,23,5967,Unknown,Low Risk
6184-DYUOB,1,United States,California,Palermo,95968,"39.435756, -121.552071",39.435756,-121.552071,Female,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,,No,0,29,2941,Unknown,Low Risk
9207-ZPANB,1,United States,California,Paradise,95969,"39.69676, -121.644379",39.69676,-121.644379,Male,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.45,,No,0,37,5042,Unknown,Potential Risk
9327-QSDED,1,United States,California,Quincy,95971,"39.971228, -121.041166",39.971228,-121.041166,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,,No,0,60,3266,Unknown,Potential Risk
1656-DRSMG,1,United States,California,Chico,95973,"39.903272, -121.843567",39.903272,-121.843567,Female,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85,,No,0,66,5775,Unknown,High Risk
3012-VFFMN,1,United States,California,Richvale,95974,"39.495768, -121.747472",39.495768,-121.747472,Female,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,,No,0,74,4058,Unknown,High Risk
2984-AFWNC,1,United States,California,Rough And Ready,95975,"39.225634, -121.156163",39.225634,-121.156163,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,,No,0,70,2813,Unknown,High Risk
0640-YJTPY,1,United States,California,Smartville,95977,"39.176595, -121.291692",39.176595,-121.291692,Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,,No,0,71,4974,Unknown,High Risk
8096-LOIST,1,United States,California,Stirling City,95978,"39.904002, -121.527823",39.904002,-121.527823,Female,No,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.2,,No,0,38,3384,Unknown,Potential Risk
9764-REAFF,1,United States,California,Stonyford,95979,"39.288127, -122.415841",39.288127,-122.415841,Female,No,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.4,,No,0,20,4375,Unknown,Low Risk
7107-UBYKY,1,United States,California,Sutter,95982,"39.172777, -121.805845",39.172777,-121.805845,Female,No,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.75,,No,0,49,4194,Unknown,Potential Risk
4881-GQJTW,1,United States,California,Taylorsville,95983,"40.053684, -120.743116",40.053684,-120.743116,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.6,,No,0,40,2847,Unknown,Potential Risk
7876-DNYAP,1,United States,California,Washington,95986,"39.34128, -120.786867",39.34128,-120.786867,Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,,No,0,36,5423,Unknown,Potential Risk
7905-NJMXS,1,United States,California,Williams,95987,"39.117537, -122.284654",39.117537,-122.284654,Male,Yes,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.2,,No,0,74,5116,Unknown,High Risk
2882-WDTBA,1,United States,California,Willows,95988,"39.493991, -122.286363",39.493991,-122.286363,Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.75,,No,0,75,5839,Unknown,High Risk
2091-GPPIQ,1,United States,California,Yuba City,95991,"39.02741, -121.614982",39.02741,-121.614982,Female,No,Yes,No,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.95,,No,0,76,5050,Unknown,High Risk
5071-FBJFS,1,United States,California,Redding,96001,"40.587919, -122.464732",40.587919,-122.464732,Female,No,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.3,,No,0,73,3147,Unknown,High Risk
2796-UUZZO,1,United States,California,Redding,96002,"40.527834, -122.318749",40.527834,-122.318749,Male,No,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.3,,No,0,66,5157,Unknown,High Risk
2429-AYKKO,1,United States,California,Redding,96003,"40.677649, -122.29467",40.677649,-122.29467,Male,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,,No,0,22,4790,Unknown,Low Risk
9798-OPFEM,1,United States,California,Adin,96006,"41.171578, -120.913161",41.171578,-120.913161,Female,No,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.1,,No,0,37,4791,Unknown,Potential Risk
3794-NFNCH,1,United States,California,Bella Vista,96008,"40.722733, -122.109666",40.722733,-122.109666,Male,No,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,,No,0,29,4715,Unknown,Low Risk
5193-QLVZB,1,United States,California,Bieber,96009,"41.083464, -121.107929",41.083464,-121.107929,Male,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,,No,0,30,5882,Unknown,Low Risk
7114-AEOZE,1,United States,California,Big Bar,96010,"40.775272, -123.287414",40.775272,-123.287414,Female,No,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,,No,0,58,6213,Unknown,Potential Risk
